timestamp,customer_id,endpoint,status_code,success,deployment,users,latency,api_cpu_utilization,api_mem_utilization,service_cpu_utilization,service_mem_utilization
2025-04-03T03:40:30.912507,0,genai/chatclient,200,True,ec2,10,2.9933440685272217,2.8,83.57,53.6,79.22
2025-04-03T03:40:43.502266,0,customer/owners,201,True,ec2,10,0.06269717216491699,2.16,83.57,11.44,67.65
2025-04-03T03:40:56.036804,0,vet/vets,200,True,ec2,10,0.08066201210021973,4.8,83.58,10.88,65.03
2025-04-03T03:40:35.114994,1,genai/chatclient,200,True,ec2,10,6.919034481048584,2.88,83.57,0.8,79.22
2025-04-03T03:40:47.767614,1,customer/owners,201,True,ec2,10,0.07880926132202148,4.8,83.57,0.88,67.65
2025-04-03T03:41:00.124114,1,vet/vets,200,True,ec2,10,0.0689249038696289,10.64,83.58,0.96,65.03
2025-04-03T03:40:32.013891,2,genai/chatclient,200,True,ec2,10,2.9709584712982178,2.8,83.57,0.8,79.22
2025-04-03T03:40:44.638693,2,customer/owners,201,True,ec2,10,0.07895255088806152,45.36,83.57,2.48,67.65
2025-04-03T03:40:57.043887,2,vet/vets,200,True,ec2,10,0.06679248809814453,0.96,83.58,1.36,65.03
2025-04-03T03:40:34.047827,3,genai/chatclient,200,True,ec2,10,5.4218854904174805,2.88,83.57,2.4,79.22
2025-04-03T03:40:46.661424,3,customer/owners,201,True,ec2,10,0.07080221176147461,2.8,83.57,0.96,67.65
2025-04-03T03:40:59.119689,3,vet/vets,200,True,ec2,10,0.1105184555053711,2.24,83.58,0.96,65.03
2025-04-03T03:40:31.990505,4,genai/chatclient,200,True,ec2,10,2.9429287910461426,0.8,83.57,0.8,79.22
2025-04-03T03:40:44.591499,4,customer/owners,201,True,ec2,10,0.06798553466796875,45.36,83.57,2.48,67.65
2025-04-03T03:40:57.053046,4,vet/vets,200,True,ec2,10,0.0925149917602539,0.96,83.58,1.36,65.03
2025-04-03T03:40:37.172539,5,genai/chatclient,200,True,ec2,10,6.813129663467407,11.68,83.57,0.96,79.22
2025-04-03T03:40:49.775018,5,customer/owners,201,True,ec2,10,0.06945013999938965,118.24,83.57,0.96,67.65
2025-04-03T03:41:02.298898,5,vet/vets,200,True,ec2,10,0.08146381378173828,7.44,83.58,1.12,65.03
2025-04-03T03:40:35.127395,6,genai/chatclient,200,True,ec2,10,4.092947721481323,2.88,83.57,0.8,79.22
2025-04-03T03:40:47.750267,6,customer/owners,201,True,ec2,10,0.08370542526245117,4.8,83.57,0.88,67.65
2025-04-03T03:41:00.124114,6,vet/vets,200,True,ec2,10,0.0975184440612793,10.64,83.58,0.96,65.03
2025-04-03T03:40:35.111986,7,genai/chatclient,200,True,ec2,10,4.527608633041382,2.88,83.57,0.8,79.22
2025-04-03T03:40:47.771612,7,customer/owners,201,True,ec2,10,0.06110334396362305,4.8,83.57,0.88,67.65
2025-04-03T03:41:00.127365,7,vet/vets,200,True,ec2,10,0.07067322731018066,10.64,83.58,0.96,65.03
2025-04-03T03:40:38.269648,8,genai/chatclient,200,True,ec2,10,6.492244243621826,0.8,83.57,0.8,79.22
2025-04-03T03:40:50.815316,8,customer/owners,201,True,ec2,10,0.08074641227722168,1.76,83.58,0.96,67.65
2025-04-03T03:41:03.303948,8,vet/vets,200,True,ec2,10,0.0651240348815918,2.32,83.58,2.96,65.03
2025-04-03T03:40:39.268814,9,genai/chatclient,200,True,ec2,10,6.629488945007324,4.64,83.57,0.8,79.22
2025-04-03T03:40:51.841821,9,customer/owners,201,True,ec2,10,0.0738670825958252,1.12,83.58,1.04,67.65
2025-04-03T03:41:04.340000,9,vet/vets,200,True,ec2,10,0.09996533393859863,0.64,83.58,1.76,65.03
